,COUNTRY,REGION,CATEGORY,MEASURE,COMMENTS,SOURCE,ENTRY_DATE,ISO_ALP_2,CONFIRMED,DEATHS,POPULATION
397,Serbia,Europe,Public health measures,introduction of isolation and quarantine policies,"as of 15 March, also Serbian citizens entering have to undergo self-isolation for 14 days",government,2020-03-16,RS,55,0,7344847
398,Serbia,Europe,Movement restrictions,Border checks,intensified border checks,government,2020-03-16,RS,55,0,7344847
399,Rwanda,Africa,Social distancing,limit public gatherings,Large gatherings such as sporting events to be postponed,republic of rwanda,2020-03-16,RW,5,0,11055976
400,Rwanda,Africa,Social distancing,Schools closure,Schools and higher education (public and private) to be closed,republic of rwanda,2020-03-16,RW,5,0,11055976
401,Rwanda,Africa,Public health measures,health screenings in airports and border crossings,Unknown,us embassy ,2020-03-16,RW,5,0,11055976
402,Jordan,Middle East,Movement restrictions,international flights suspension,all flights to and from Jordan will be suspended as of 17 March,us embassy ,2020-03-16,JO,17,0,6407085
403,Jordan,Middle East,Movement restrictions,Border closure,all land and sea border crossings are closed except for cargo traffic,us embassy ,2020-03-16,JO,17,0,6407085
404,Jordan,Middle East,Public health measures,introduction of isolation and quarantine policies,passengers arriving with symptoms have to quarantine for 14 days in a hospital in Amman,us embassy ,2020-03-16,JO,17,0,6407085
405,Jordan,Middle East,Movement restrictions,visa restrictions,"travellers arriving from China, Iran, Italy or South Korea or have been there 14 days prior to arrival are banned from entering Jordan",us embassy ,2020-03-16,JO,17,0,6407085
406,Jordan,Middle East,Public health measures,introduction of isolation and quarantine policies,all nationals returning have to undergo 14 day quarantine,us embassy ,2020-03-16,JO,17,0,6407085
407,Jordan,Middle East,Social distancing,limit public gatherings,suspension of public and social events including weddings and prayer services,us embassy ,2020-03-16,JO,17,0,6407085
408,Jordan,Middle East,Lockdown,lockdown of refugee/idp camps or other minorities,Syrian refugees camps are put under lockdown with external visitors no longer permitted to enter,thenational,2020-03-16,JO,17,0,6407085
409,Jordan,Middle East,Social distancing,Schools closure,closure of all educational institutions for 2 weeks as of 15 March,us embassy,2020-03-16,JO,17,0,6407085
410,Jordan,Middle East,Movement restrictions,visa restrictions,"travellers arriving from France, Germany, Spain are banned from entry",us embassy,2020-03-16,JO,17,0,6407085
411,Spain,Europe,Governance and socio-economic measures,state of emergency declared,Unknown,international sos,2020-03-16,ES,9942,342,46505963
412,Spain,Europe,Lockdown,full lockdown,Some villages,ministry of foreign affairs - france,2020-03-16,ES,9942,342,46505963
413,Spain,Europe,Social distancing,Public services closure,"restaurant, bars, shopping centres, cultural establishments and alike",ministry of foreign affairs - france,2020-03-16,ES,9942,342,46505963
414,Spain,Europe,Social distancing,limit public gatherings,all groupings are prohibited,ministry of foreign affairs - france,2020-03-16,ES,9942,342,46505963
415,Spain,Europe,Social distancing,Schools closure,all levels,government,2020-03-16,ES,9942,342,46505963
416,Spain,Europe,Lockdown,partial lockdown,"Movement only allowed for: travel to make essential purchases (food, hygiene, health, first necessity), in strict compliance with basic precautionary measures; travel to his place of work and return to his usual place of residence; travel to access banking services; travel to provide care and assistance to vulnerable people; travel in cases of force majeure.; fines from 100 to 600.000 EUR",ministry of foreign affairs - france,2020-03-16,ES,9942,342,46505963
417,Lebanon,Middle East,Movement restrictions,visa restrictions,travelers are not permitted to enter,french embassy,2020-03-16,LB,99,3,4125247
418,Lebanon,Middle East,Movement restrictions,international flights suspension,"all flights to Italy, Iran, China, South Korea suspended as of 11 March",us embassy,2020-03-16,LB,99,3,4125247
419,Lebanon,Middle East,Public health measures,introduction of isolation and quarantine policies,returning citizens and non-citizens with residence permits are permitted to enter until 16 March but have to quarantine for 14 days,french embassy,2020-03-16,LB,99,3,4125247
420,Lebanon,Middle East,Social distancing,limit public gatherings,"suspension of public gatherings and closure of public establishments like restaurants, cinemas, theaters",french embassy,2020-03-16,LB,99,3,4125247
421,Lebanon,Middle East,Social distancing,Schools closure,closure of all schools,us embassy,2020-03-16,LB,99,3,4125247
422,Lebanon,Middle East,Movement restrictions,Border closure,border with Syria closed indeterminatly,us embassy,2020-03-16,LB,99,3,4125247
423,Lebanon,Middle East,Governance and socio-economic measures,state of emergency declared,"State of ?general mobilization?*[Legal basis: The Government invoked Article 2 of 1983 National Defense Law, which stipulates that the Government may declare general mobilization when a threat is endangering the population.  ",anadolu,2020-03-16,LB,99,3,4125247
424,Lebanon,Middle East,Movement restrictions,complete border closure,shut down of borders and limitation of movment until 29 March,france24,2020-03-16,LB,99,3,4125247
425,Lebanon,Middle East,Public health measures,health screenings in airports and border crossings,thermal screenings at entry points,ministry of health,2020-03-16,LB,99,3,4125247
426,Lebanon,Middle East,Public health measures,introduction of isolation and quarantine policies,travellers with symptoms have to self-isolate for 14 days,ministry of health,2020-03-16,LB,99,3,4125247
427,Lebanon,Middle East,Movement restrictions,Border closure,closure of Beirut international airport and seaports as well as all other entry ports between 18 and 29 March,anadolu,2020-03-16,LB,99,3,4125247
428,Lebanon,Middle East,Movement restrictions,international flights suspension,"flights suspended with Iran, Egypt, Iraq, Syria, Italy, Germany, France, Spain, UK, China, South Korea",german foreign ministry,2020-03-16,LB,99,3,4125247
429,Lebanon,Middle East,Social distancing,Public services closure,reduction of public sector employees working,us embassy,2020-03-16,LB,99,3,4125247
430,Egypt,Africa,Public health measures,health screenings in airports and border crossings,"Measures may include enhanced medical screening on arrival, with the potential for further follow-up health measures and restrictions. The Egyptian authorities may impose mandatory quarantine for visitors who test positive for coronavirus in a government isolation hospital, potentially in a remote location.",ministry of foreign affairs - uk,2020-03-16,EG,150,2,80471869
431,Egypt,Africa,Public health measures,introduction of isolation and quarantine policies,"Measures may include enhanced medical screening on arrival, with the potential for further follow-up health measures and restrictions. The Egyptian authorities may impose mandatory quarantine for visitors who test positive for coronavirus in a government isolation hospital, potentially in a remote location.",ministry of foreign affairs - uk,2020-03-16,EG,150,2,80471869
432,Egypt,Africa,Movement restrictions,international flights suspension,Several travel suspension. Not clear if related to COVID,international sos,2020-03-16,EG,150,2,80471869
433,United Kingdom,Europe,Social distancing,limit public gatherings,Social gatherings should be avoided ,bbc news,2020-03-16,GB,1551,56,62348447
434,United Kingdom,Europe,Public health measures,general recommendations,recommendation to avoid all non-essential travel,bbc news,2020-03-16,GB,1551,56,62348447
435,Iraq,Middle East,Movement restrictions,curfews,Courfew in the city of Baghdad for at least one week,ministry of foreign affairs italy,2020-03-16,IQ,124,10,29671605
436,Iraq,Middle East,Movement restrictions,Border checks,Whoever travelled outside Iraq as of 1 January cannot enter the region unless certified of not having the virus,ministry of foreign affairs italy,2020-03-16,IQ,124,10,29671605
437,Iraq,Middle East,Movement restrictions,international flights suspension,Suspension of all flights until 24 of March,ministry of foreign affairs italy,2020-03-16,IQ,124,10,29671605
438,Iraq,Middle East,Movement restrictions,Border closure,With Iran and Kuwait,anadalou agency,2020-03-16,IQ,124,10,29671605
439,Iraq,Middle East,Movement restrictions,visa restrictions,"banned entry for travelers to and from China, Iran, Japan, South Korea, Thailand, Singapore, Italy, Bahrain, Kuwait; Iraqi citizens and diplomats are exempted",garda,2020-03-16,IQ,124,10,29671605
440,Iraq,Middle East,Social distancing,Schools closure,Until 24 of March,anadalou agency,2020-03-16,IQ,124,10,29671605
441,France,Europe,Social distancing,Public services closure,Closure of all non-essential establishments ,UK Government Travel Advice,2020-03-16,FR,6650,148,64768389
442,France,Europe,Public health measures,health screenings in airports and border crossings,Unknown,US Embassy in France,2020-03-16,FR,6650,148,64768389
443,France,Europe,Public health measures,introduction of isolation and quarantine policies,those returning from evacuation flights.,US Embassy in France,2020-03-16,FR,6650,148,64768389
444,France,Europe,Movement restrictions,international flights suspension,"Air France supsended flights to and from China until 29 March, and to and from Italy until 3 April.",US Embassy in France,2020-03-16,FR,6650,148,64768389
445,France,Europe,Social distancing,Schools closure,"Schools, creches, and univerisites to close from 16 March",UK Government Travel Advice,2020-03-16,FR,6650,148,64768389
446,France,Europe,Social distancing,limit public gatherings,No gatherings more than 100 people,UK Government Travel Advice,2020-03-16,FR,6650,148,64768389
447,Ethiopia,Africa,Social distancing,Schools closure,Schools at all levels will be closed except higher education instituions,africa news,2020-03-16,ET,5,0,88013491
